Entry	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ordered locus)	Pathway	RefSeq	KEGG	Gene Ontology (biological process)	Gene Ontology (molecular function)	Gene Ontology (cellular component)
Q7V2X6	CYB6_PROMP	Cytochrome b6	petB PMM0325	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	218	PMM0325		WP_011131962.1	pmm:PMM0325;	photosynthesis [GO:0015979]; respiratory electron transport chain [GO:0022904]	"electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity [GO:0045158]; metal ion binding [GO:0046872]"	plasma membrane-derived thylakoid membrane [GO:0031676]
Q7V2X8	MINC_PROMP	Probable septum site-determining protein MinC	minC PMM0322	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	220	PMM0322		WP_011131959.1	pmm:PMM0322;	cell morphogenesis [GO:0000902]; division septum assembly [GO:0000917]; regulation of cell septum assembly [GO:1901891]		
Q7V2X9	Q7V2X9_PROMP	Septum site-determining protein MinD (Cell division inhibitor MinD)	minD PMM0321	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	271	PMM0321		WP_011131958.1	pmm:PMM0321;		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	
Q7V2Y0	MINE_PROMP	Cell division topological specificity factor	minE PMM0320	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	106	PMM0320		WP_011131957.1	pmm:PMM0320;	cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of division septum assembly [GO:0032955]		
Q7V2Y2	Q7V2Y2_PROMP	peptide chain release factor N(5)-glutamine methyltransferase (EC 2.1.1.297)	hemK PMM0318	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	289	PMM0318		WP_011131955.1	pmm:PMM0318;		nucleic acid binding [GO:0003676]; oxidoreductase activity [GO:0016491]; protein methyltransferase activity [GO:0008276]; protein-(glutamine-N5) methyltransferase activity [GO:0102559]	
Q7V2Y5	PSBT_PROMP	Photosystem II reaction center protein T (PSII-T)	psbT PMM0314	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	32	PMM0314		WP_011131951.1	pmm:PMM0314;	photosynthesis [GO:0015979]		photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid membrane [GO:0031676]
Q7V2Y6	NRDR_PROMP	Transcriptional repressor NrdR	nrdR PMM0313	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	159	PMM0313		WP_011131950.1	pmm:PMM0313;	negative regulation of DNA-templated transcription [GO:0045892]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	
Q7V2Z2	CPES_PROMP	Phycoerythrobilin lyase CpeS (EC 4.-.-.-)	cpeS PMM0306	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	183	PMM0306		WP_011131943.1	pmm:PMM0306;	protein-phycocyanobilin linkage [GO:0017009]	lyase activity [GO:0016829]	
Q7V2Z4	Q7V2Z4_PROMP	DNA helicase (EC 3.6.4.12)	uvrD PMM0304	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	802	PMM0304		WP_011131941.1	pmm:PMM0304;		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]	
Q7V2Z7	PSBJ_PROMP	Photosystem II reaction center protein J (PSII-J)	psbJ PMM0300	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	64	PMM0300		WP_011131937.1	pmm:PMM0300;	photosynthesis [GO:0015979]		photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid membrane [GO:0031676]
Q7V2Z8	PSBL_PROMP	Photosystem II reaction center protein L (PSII-L)	psbL PMM0299	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	39	PMM0299		WP_011131936.1	pmm:PMM0299;	photosynthesis [GO:0015979]		photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid membrane [GO:0031676]
Q7V301	YCF48_PROMP	Photosystem II assembly lipoprotein Ycf48	ycf48 PMM0296	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	337	PMM0296		WP_011131933.1	pmm:PMM0296;	photosynthesis [GO:0015979]		photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; thylakoid lumen [GO:0031977]
Q7V305	Q7V305_PROMP	Putative gluconeogenesis factor	PMM0291	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	440	PMM0291			pmm:PMM0291;	regulation of cell shape [GO:0008360]	LPPG:FO 2-phospho-L-lactate transferase activity [GO:0043743]	cytoplasm [GO:0005737]; membrane [GO:0016020]
Q7V308	Q7V308_PROMP	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase (EC 2.7.6.3)	folK PMM0287	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	187	PMM0287	"PATHWAY: Cofactor biosynthesis; tetrahydrofolate biosynthesis; 2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate from 7,8-dihydroneopterin triphosphate: step 4/4. {ECO:0000256|ARBA:ARBA00005051}."	WP_011131924.1	pmm:PMM0287;	folic acid biosynthetic process [GO:0046656]; phosphorylation [GO:0016310]; tetrahydrofolate biosynthetic process [GO:0046654]	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity [GO:0003848]; ATP binding [GO:0005524]; kinase activity [GO:0016301]	
Q7V310	Q7V310_PROMP	Putative DNA photolyase (EC 4.1.99.3)	phr PMM0285	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	478	PMM0285		WP_011131922.1	pmm:PMM0285;	cellular response to stimulus [GO:0051716]; nucleobase-containing compound metabolic process [GO:0006139]; response to stress [GO:0006950]	deoxyribodipyrimidine photo-lyase activity [GO:0003904]; heterocyclic compound binding [GO:1901363]; organic cyclic compound binding [GO:0097159]	
Q7V313	Q7V313_PROMP	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	fabI PMM0282	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	260	PMM0282	PATHWAY: Lipid metabolism. {ECO:0000256|ARBA:ARBA00005189}.	WP_011131919.1	pmm:PMM0282;	fatty acid biosynthetic process [GO:0006633]	enoyl-[acyl-carrier-protein] reductase (NADH) activity [GO:0004318]; enoyl-[acyl-carrier-protein] reductase activity [GO:0016631]	
Q7V314	HIS7_PROMP	Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)	hisB PMM0281	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	201	PMM0281	PATHWAY: Amino-acid biosynthesis; L-histidine biosynthesis; L-histidine from 5-phospho-alpha-D-ribose 1-diphosphate: step 6/9. {ECO:0000255|HAMAP-Rule:MF_00076}.	WP_011131918.1	pmm:PMM0281;	histidine biosynthetic process [GO:0000105]	imidazoleglycerol-phosphate dehydratase activity [GO:0004424]	cytoplasm [GO:0005737]
Q7V320	Q7V320_PROMP	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	pyrE PMM0275	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	186	PMM0275	"PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; UMP from orotate: step 1/2. {ECO:0000256|ARBA:ARBA00004889, ECO:0000256|HAMAP-Rule:MF_01208}."	WP_011131912.1	pmm:PMM0275;	'de novo' UMP biosynthetic process [GO:0044205]	magnesium ion binding [GO:0000287]; orotate phosphoribosyltransferase activity [GO:0004588]	
Q7V323	PSBK_PROMP	Photosystem II reaction center protein K (PSII-K)	psbK PMM0272	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	46	PMM0272		WP_011131909.1	pmm:PMM0272;	photosynthesis [GO:0015979]		photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid membrane [GO:0031676]
Q7V330	Q7V330_PROMP	Ammonium transporter	amt1 PMM0263	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	486	PMM0263		WP_011131900.1	pmm:PMM0263;		ammonium transmembrane transporter activity [GO:0008519]	plasma membrane [GO:0005886]
Q7V337	Q7V337_PROMP	3-isopropylmalate dehydratase (EC 4.2.1.33)	leuD PMM0255	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	206	PMM0255	PATHWAY: Amino-acid biosynthesis; L-leucine biosynthesis; L-leucine from 3-methyl-2-oxobutanoate: step 2/4. {ECO:0000256|ARBA:ARBA00004729}.	WP_011131892.1	pmm:PMM0255;	leucine biosynthetic process [GO:0009098]	3-isopropylmalate dehydratase activity [GO:0003861]	3-isopropylmalate dehydratase complex [GO:0009316]
Q7V339	PSBI_PROMP	Photosystem II reaction center protein I (PSII-I) (PSII 4.4 kDa protein)	psbI PMM0253	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	42	PMM0253		WP_002805124.1	pmm:PMM0253;	photosynthesis [GO:0015979]		photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid membrane [GO:0031676]
Q7V340	PSBN_PROMP	Protein PsbN	psbN PMM0252	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	50	PMM0252		WP_011131890.1	pmm:PMM0252;	photosynthesis [GO:0015979]		plasma membrane-derived thylakoid membrane [GO:0031676]
Q7V341	PSBH_PROMP	Photosystem II reaction center protein H (PSII-H)	psbH PMM0251	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	66	PMM0251		WP_011131889.1	pmm:PMM0251;	photosynthesis [GO:0015979]; protein stabilization [GO:0050821]	phosphate ion binding [GO:0042301]	photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]
Q7V342	PTH_PROMP	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)	pth PMM0250	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	203	PMM0250		WP_011131888.1	pmm:PMM0250;	translation [GO:0006412]	aminoacyl-tRNA hydrolase activity [GO:0004045]	cytoplasm [GO:0005737]
Q7V349	GLMM_PROMP	Phosphoglucosamine mutase (EC 5.4.2.10)	glmM PMM0241	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	452	PMM0241		WP_011131879.1	pmm:PMM0241;	carbohydrate metabolic process [GO:0005975]	magnesium ion binding [GO:0000287]; phosphoglucosamine mutase activity [GO:0008966]	
Q7V350	TRMB_PROMP	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)	trmB PMM0240	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	209	PMM0240	PATHWAY: tRNA modification; N(7)-methylguanine-tRNA biosynthesis. {ECO:0000255|HAMAP-Rule:MF_01057}.	WP_011131878.1	pmm:PMM0240;		tRNA (guanine-N7-)-methyltransferase activity [GO:0008176]	
Q7V354	GATC_PROMP	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-)	gatC PMM0235	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	97	PMM0235		WP_011131874.1	pmm:PMM0235;	regulation of translational fidelity [GO:0006450]; translation [GO:0006412]	asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050566]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]	
Q7V355	PYRB_PROMP	Aspartate carbamoyltransferase (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)	pyrB PMM0233	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	338	PMM0233	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; (S)-dihydroorotate from bicarbonate: step 2/3. {ECO:0000255|HAMAP-Rule:MF_00001}.	WP_011131872.1	pmm:PMM0233;	'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; amino acid metabolic process [GO:0006520]	amino acid binding [GO:0016597]; aspartate carbamoyltransferase activity [GO:0004070]	
Q7V360	Q7V360_PROMP	Photosystem II manganese-stabilizing polypeptide	psbO PMM0228	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	264	PMM0228		WP_011131867.1	pmm:PMM0228;	photosystem II assembly [GO:0010207]; photosystem II stabilization [GO:0042549]	oxygen evolving activity [GO:0010242]	photosystem II oxygen evolving complex [GO:0009654]
Q7V361	Q7V361_PROMP	sulfate adenylyltransferase (EC 2.7.7.4)	cysD PMM0227	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	391	PMM0227	PATHWAY: Sulfur metabolism. {ECO:0000256|ARBA:ARBA00004678}.	WP_011131866.1	pmm:PMM0227;	sulfate assimilation [GO:0000103]	ATP binding [GO:0005524]; sulfate adenylyltransferase (ATP) activity [GO:0004781]	
Q7V370	Q7V370_PROMP	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	PMM0215	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	333	PMM0215	PATHWAY: Porphyrin-containing compound metabolism; protoporphyrin-IX biosynthesis; coproporphyrinogen-III from 5-aminolevulinate: step 1/4. {ECO:0000256|ARBA:ARBA00004694}.	WP_011131854.1	pmm:PMM0215;	protoporphyrinogen IX biosynthetic process [GO:0006782]	metal ion binding [GO:0046872]; porphobilinogen synthase activity [GO:0004655]	
Q7V378	Q7V378_PROMP	"Putative ATP-dependent Clp protease, Hsp 100, ATP-binding subunit ClpB"	clpB2 PMM0207	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	919	PMM0207		WP_011131846.1	pmm:PMM0207;	proteolysis [GO:0006508]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233]	cytoplasm [GO:0005737]
Q7V379	Q7V379_PROMP	Protein translocase subunit SecE	secE PMM0206	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	79	PMM0206		WP_011131845.1	pmm:PMM0206;	intracellular protein transmembrane transport [GO:0065002]; protein secretion [GO:0009306]; protein targeting [GO:0006605]; protein transport by the Sec complex [GO:0043952]	protein transmembrane transporter activity [GO:0008320]	plasma membrane-derived thylakoid membrane [GO:0031676]
Q7V380	Q7V380_PROMP	Transcription termination/antitermination protein NusG	nusG PMM0205	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	203	PMM0205		WP_011131844.1	pmm:PMM0205;	DNA-templated transcription elongation [GO:0006354]; DNA-templated transcription termination [GO:0006353]; regulation of DNA-templated transcription elongation [GO:0032784]; transcription antitermination [GO:0031564]; transcription elongation-coupled chromatin remodeling [GO:0140673]		
Q7V381	RL11_PROMP	50S ribosomal protein L11	rplK rpl11 PMM0204	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	141	PMM0204		WP_011131843.1	pmm:PMM0204;	translation [GO:0006412]	large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]
Q7V382	RL1_PROMP	50S ribosomal protein L1	rplA rpl1 PMM0203	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	235	PMM0203		WP_011131842.1	pmm:PMM0203;	regulation of translation [GO:0006417]; translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	large ribosomal subunit [GO:0015934]
Q7V383	RL10_PROMP	50S ribosomal protein L10	rplJ rpl10 PMM0202	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	175	PMM0202		WP_011131841.1	pmm:PMM0202;	translation [GO:0006412]	large ribosomal subunit rRNA binding [GO:0070180]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]
Q7V384	RL7_PROMP	50S ribosomal protein L7/L12	rplL rpl12 PMM0201	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	131	PMM0201		WP_011131840.1	pmm:PMM0201;	translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]
Q7V385	Q7V385_PROMP	Ribonuclease H (RNase H) (EC 3.1.26.4)	rnhA PMM0200	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	240	PMM0200		WP_011131839.1	pmm:PMM0200;	RNA catabolic process [GO:0006401]	magnesium ion binding [GO:0000287]; nucleic acid binding [GO:0003676]; RNA-DNA hybrid ribonuclease activity [GO:0004523]	cytoplasm [GO:0005737]
Q7V387	Q7V387_PROMP	Aminotransferase (EC 2.6.1.-)	cobC hisC PMM0198	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	374	PMM0198		WP_011131837.1	pmm:PMM0198;	biosynthetic process [GO:0009058]	pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]	
Q7V390	PGK_PROMP	Phosphoglycerate kinase (EC 2.7.2.3)	pgk PMM0195	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	402	PMM0195	PATHWAY: Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate: step 2/5. {ECO:0000255|HAMAP-Rule:MF_00145}.	WP_011131834.1	pmm:PMM0195;	glycolytic process [GO:0006096]	ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]	cytoplasm [GO:0005737]
Q7V391	Q7V391_PROMP	Ribosome biogenesis GTPase A	PMM0194	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	288	PMM0194		WP_011131833.1	pmm:PMM0194;		GTP binding [GO:0005525]	cytoplasm [GO:0005737]
Q7V392	Q7V392_PROMP	Pseudouridine synthase (EC 5.4.99.-)	rluD PMM0193	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	322	PMM0193		WP_011131832.1	pmm:PMM0193;	enzyme-directed rRNA pseudouridine synthesis [GO:0000455]	lyase activity [GO:0016829]; RNA binding [GO:0003723]; rRNA pseudouridine synthase activity [GO:0120159]	
Q7V396	SYR_PROMP	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS PMM0187	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	603	PMM0187		WP_011131826.1	pmm:PMM0187;	arginyl-tRNA aminoacylation [GO:0006420]	arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524]	cytoplasm [GO:0005737]
Q7V397	Q7V397_PROMP	Aminotransferase (EC 2.6.1.-)	hisC PMM0186	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	369	PMM0186		WP_011131825.1	pmm:PMM0186;	biosynthetic process [GO:0009058]	pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]	
Q7V3A0	Q7V3A0_PROMP	Prokaryotic diacylglycerol kinase (EC 2.7.1.107)	dgkA PMM0183	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	138	PMM0183		WP_011131822.1	pmm:PMM0183;	phospholipid biosynthetic process [GO:0008654]; phosphorylation [GO:0016310]	ATP binding [GO:0005524]; diacylglycerol kinase activity [GO:0004143]	plasma membrane [GO:0005886]
Q7V3A1	YBEY_PROMP	Endoribonuclease YbeY (EC 3.1.-.-)	ybeY PMM0182	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	180	PMM0182		WP_011131821.1	pmm:PMM0182;	rRNA processing [GO:0006364]	endoribonuclease activity [GO:0004521]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]
Q7V3A3	Q7V3A3_PROMP	Peptide chain release factor 2 (RF-2)	prfB PMM0180	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	373	PMM0180			pmm:PMM0180;		"translation release factor activity, codon specific [GO:0016149]"	cytoplasm [GO:0005737]
Q7V3A5	Q7V3A5_PROMP	isochorismate synthase (EC 5.4.4.2)	menF PMM0177	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	465	PMM0177		WP_011131816.1	pmm:PMM0177;	cellular biosynthetic process [GO:0044249]	isochorismate synthase activity [GO:0008909]	
Q7V3A6	Q7V3A6_PROMP	"2-carboxy-1,4-naphthoquinone phytyltransferase (EC 2.5.1.130) (1,4-dihydroxy-2-naphthoate phytyltransferase) (DHNA phytyltransferase)"	menA PMM0176	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	305	PMM0176	PATHWAY: Cofactor biosynthesis; phylloquinone biosynthesis. {ECO:0000256|HAMAP-Rule:MF_01938}.	WP_011131815.1	pmm:PMM0176;	phylloquinone biosynthetic process [GO:0042372]	prenyltransferase activity [GO:0004659]	plasma membrane [GO:0005886]
Q7V3A9	DNCH_PROMP	"1,4-dihydroxy-2-naphthoyl-CoA hydrolase (DHNA-CoA hydrolase) (EC 3.1.2.28) (DHNA-CoA thioesterase)"	PMM0173	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	150	PMM0173	"PATHWAY: Cofactor biosynthesis; phylloquinone biosynthesis. {ECO:0000255|HAMAP-Rule:MF_02101}.; PATHWAY: Quinol/quinone metabolism; 1,4-dihydroxy-2-naphthoate biosynthesis; 1,4-dihydroxy-2-naphthoate from chorismate: step 7/7. {ECO:0000255|HAMAP-Rule:MF_02101}."	WP_011131812.1	pmm:PMM0173;	phylloquinone biosynthetic process [GO:0042372]	thiolester hydrolase activity [GO:0016790]	
Q7V3B1	RSMH_PROMP	Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	rsmH mraW PMM0171	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	300	PMM0171		WP_011131810.1	pmm:PMM0171;	rRNA base methylation [GO:0070475]	rRNA (cytosine-N4-)-methyltransferase activity [GO:0071424]	cytoplasm [GO:0005737]
Q7V3B2	Q7V3B2_PROMP	cysteine desulfurase (EC 2.8.1.7)	PMM0170	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	382	PMM0170			pmm:PMM0170;	[2Fe-2S] cluster assembly [GO:0044571]	cysteine desulfurase activity [GO:0031071]; iron-sulfur cluster binding [GO:0051536]; lyase activity [GO:0016829]; metal ion binding [GO:0046872]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]	
Q7V3B5	Q7V3B5_PROMP	N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase)	purE PMM0167	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	163	PMM0167	"PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate from 5-amino-1-(5-phospho-D-ribosyl)imidazole (N5-CAIR route): step 2/2. {ECO:0000256|HAMAP-Rule:MF_01929, ECO:0000256|PIRNR:PIRNR001338}."		pmm:PMM0167;	'de novo' IMP biosynthetic process [GO:0006189]	5-(carboxyamino)imidazole ribonucleotide mutase activity [GO:0034023]; lyase activity [GO:0016829]	
